timestamp_ms,motor_state_0,motor_state_1,motor_state_2,motor_setpoint_0,motor_setpoint_1,motor_setpoint_2,error_0_k,error_0_k1,error_0_k2,error_1_k,error_1_k1,error_1_k2,error_2_k,error_2_k1,error_2_k2
61352.0,9.603102684020996,6.477015018463135,-12.148820877075195,5.907692909240723,5.907691955566406,-11.815385818481445,-3.6954097747802734,-7.376679420471191,-7.69158411026001,-0.5693230628967285,11.679717063903809,11.677501678466797,0.33343505859375,-2.8986730575561523,-3.048149347305298
61353.0,9.603102684020996,6.477015018463135,-12.148820877075195,5.907692909240723,5.907691955566406,-11.815385818481445,-3.6954097747802734,-3.6954097747802734,-7.376679420471191,-0.5693230628967285,-0.5693230628967285,11.679717063903809,0.33343505859375,0.33343505859375,-2.8986730575561523
61354.0,9.507071495056152,6.674037456512451,-12.170126914978027,5.907692909240723,5.907691955566406,-11.815385818481445,-3.5993785858154297,-3.6954097747802734,-3.6954097747802734,-0.7663455009460449,-0.5693230628967285,-0.5693230628967285,0.35474109649658203,0.33343505859375,0.33343505859375
61355.0,9.507197380065918,6.583495616912842,-11.881828308105469,5.907692909240723,5.907691955566406,-11.815385818481445,-3.5995044708251953,-3.5993785858154297,-3.6954097747802734,-0.6758036613464355,-0.7663455009460449,-0.5693230628967285,0.06644248962402344,0.35474109649658203,0.33343505859375
61356.0,9.602519035339355,6.541461944580078,-12.096199989318848,5.907692909240723,5.907691955566406,-11.815385818481445,-3.694826126098633,-3.5995044708251953,-3.5993785858154297,-0.6337699890136719,-0.6758036613464355,-0.7663455009460449,0.28081417083740234,0.06644248962402344,0.35474109649658203
61357.0,9.482693672180176,6.5712432861328125,-11.951438903808594,5.907692909240723,5.907691955566406,-11.815385818481445,-3.575000762939453,-3.694826126098633,-3.5995044708251953,-0.6635513305664062,-0.6337699890136719,-0.6758036613464355,0.13605308532714844,0.28081417083740234,0.06644248962402344
61358.0,9.625859260559082,6.553128719329834,-11.879522323608398,5.907692909240723,5.907691955566406,-11.815385818481445,-3.7181663513183594,-3.575000762939453,-3.694826126098633,-0.6454367637634277,-0.6635513305664062,-0.6337699890136719,0.06413650512695312,0.13605308532714844,0.28081417083740234
61359.0,9.553400993347168,6.6541924476623535,-12.046319007873535,5.907692909240723,5.907691955566406,-11.815385818481445,-3.6457080841064453,-3.7181663513183594,-3.575000762939453,-0.7465004920959473,-0.6454367637634277,-0.6635513305664062,0.23093318939208984,0.06413650512695312,0.13605308532714844
61360.0,9.576862335205078,6.302061557769775,-11.902056694030762,5.907692909240723,5.907691955566406,-11.815385818481445,-3.6691694259643555,-3.6457080841064453,-3.7181663513183594,-0.39436960220336914,-0.7465004920959473,-0.6454367637634277,0.0866708755493164,0.23093318939208984,0.06413650512695312
61361.0,9.504892349243164,6.477032661437988,-11.99722671508789,5.907692909240723,5.907691955566406,-11.815385818481445,-3.5971994400024414,-3.6691694259643555,-3.6457080841064453,-0.569340705871582,-0.39436960220336914,-0.7465004920959473,0.1818408966064453,0.0866708755493164,0.23093318939208984
61362.0,9.409843444824219,6.578857421875,-11.877254486083984,5.907692909240723,5.907691955566406,-11.815385818481445,-3.502150535583496,-3.5971994400024414,-3.6691694259643555,-0.6711654663085938,-0.569340705871582,-0.39436960220336914,0.06186866760253906,0.1818408966064453,0.0866708755493164
61363.0,9.434741973876953,6.394071578979492,-11.877481460571289,5.907692909240723,5.907691955566406,-11.815385818481445,-3.5270490646362305,-3.502150535583496,-3.5971994400024414,-0.48637962341308594,-0.6711654663085938,-0.569340705871582,0.06209564208984375,0.06186866760253906,0.1818408966064453
