timestamp_ms,pwm_input,velocity_response
7103,20.0,0.01705370843410492
7105,20.0,-0.006915748119354248
7106,20.0,0.18354476988315582
7107,20.0,-0.05627986788749695
7108,20.0,-0.055717069655656815
7109,20.0,0.01623685285449028
7110,20.0,0.18266691267490387
7111,20.0,0.014247804880142212
7112,20.0,0.014105327427387238
7113,20.0,-0.20023076236248016
7114,20.0,0.06356440484523773
7115,20.0,0.01533091813325882
7116,20.0,0.06277544796466827
7117,20.0,0.014549855142831802
7118,20.0,0.014404356479644775
7119,20.0,-0.0809401273727417
7120,20.0,0.015069715678691864
7121,20.0,0.2767118811607361
7122,20.0,-0.011647045612335205
7123,20.0,-0.05912841483950615
7124,20.0,0.06045746058225632
7125,20.0,-0.011543866246938705
7126,20.0,-0.059026267379522324
7127,20.0,0.012960746884346008
7128,20.0,-0.010967780835926533
7129,20.0,-0.0584559440612793
7130,20.0,0.01352536678314209
7131,20.0,0.06098795309662819
7132,20.0,-0.011018678545951843
7133,20.0,-0.010908491909503937
7134,20.0,0.012999513186514378
7135,20.0,0.012869518250226974
7136,20.0,0.012740823440253735
7137,20.0,-0.08258702605962753
7138,20.0,0.061037130653858185
7139,20.0,-0.010969992727041245
7140,20.0,0.012938627041876316
7141,20.0,-0.10618535429239273
7142,20.0,0.01387108862400055
7143,20.0,0.01373237743973732
7144,20.0,0.061192892491817474
7145,20.0,0.012983124703168869
7146,20.0,-0.01094562653452158
7147,20.0,0.012962750159204006
7148,20.0,0.012833123095333576
7149,20.0,-0.011094127781689167
7150,20.0,-0.010983186773955822
7151,20.0,0.012925565242767334
7152,20.0,-0.058600444346666336
7153,20.0,0.15617583692073822
7154,20.0,0.05941839516162872
7155,20.0,0.011226370930671692
7156,20.0,0.0587119460105896
7157,20.0,-0.10846760869026184
7158,20.0,-0.012187249958515167
7159,20.0,-0.107261061668396
7160,20.0,-0.10618845373392105
7161,20.0,0.06146586686372757
7162,20.0,0.06085120886564255
7163,20.0,-0.15395234525203705
7164,20.0,-0.08101606369018555
7165,20.0,-0.08020590245723724
7166,20.0,0.0633944422006607
7167,20.0,0.015162661671638489
7168,20.0,-0.08018940687179565
7169,20.0,0.08720968663692474
7170,20.0,0.06253866851329803
7171,20.0,0.08571220189332962
7172,20.0,0.06105615943670273
7173,20.0,0.2270427942276001
7174,20.0,0.058175161480903625
7175,20.0,-0.08520488440990448
7176,20.0,-0.012951314449310303
7177,20.0,0.010977119207382202
7178,20.0,-0.012931572273373604
7179,20.0,0.17758910357952118
7180,20.0,0.009220778942108154
7181,20.0,0.0091285714879632
7182,20.0,-0.014761634171009064
7183,20.0,0.1757773458957672
7184,20.0,-0.08777329325675964
7185,20.0,-0.01549404114484787
7186,20.0,-0.015339100733399391
7187,20.0,0.056211043149232864
7188,20.0,0.3174370229244232
7189,20.0,0.17146915197372437
7190,20.0,0.3363516628742218
7191,20.0,0.5233842730522156
7192,20.0,0.3515532612800598
7193,20.0,0.2528420388698578
7194,20.0,0.4407097101211548
7195,20.0,0.5076993703842163
7196,20.0,0.6692147850990295
7197,20.0,0.6625226140022278
7198,20.0,0.7272941470146179
7199,20.0,0.7200211882591248
7200,20.0,0.8080166578292847
7201,20.0,0.7999364733695984
7202,20.0,0.8157360553741455
7203,20.0,0.8789754509925842
7222,20.0,1.8557041883468628
7223,20.0,1.8557041883468628
7224,20.0,1.8371471166610718
7225,20.0,2.032965898513794
7226,20.0,2.0840330123901367
7227,20.0,2.158393144607544
7228,20.0,2.2558040618896484
7229,20.0,2.161844491958618
7230,20.0,2.092633008956909
7231,20.0,2.2858970165252686
7232,20.0,2.310640811920166
7233,20.0,1.9543448686599731
7234,20.0,2.4345836639404297
7235,20.0,2.4816346168518066
7236,20.0,2.2426233291625977
7237,20.0,2.6723861694335938
7238,20.0,2.574265480041504
7239,20.0,2.619919776916504
7240,20.0,2.5223238468170166
7241,20.0,2.6636929512023926
7242,20.0,2.8036484718322754
7243,20.0,2.8232147693634033
7244,20.0,2.8901784420013428
7245,20.0,2.861276626586914
7246,20.0,2.999260902404785
7247,20.0,3.0406651496887207
7248,20.0,3.2006497383117676
7249,20.0,3.1686432361602783
7250,20.0,3.5891458988189697
7251,20.0,3.29146146774292
7252,20.0,3.258546829223633
7253,20.0,3.3925538063049316
7254,20.0,3.2872314453125
7255,20.0,3.5875442028045654
7256,20.0,3.599271535873413
7257,20.0,3.5870730876922607
7258,20.0,3.6702017784118652
7259,20.0,3.63349986076355
7260,20.0,3.5971648693084717
7261,20.0,3.5611932277679443
7262,20.0,3.5255813598632812
7263,20.0,3.490325689315796
7264,20.0,3.4554224014282227
7265,20.0,3.4554224014282227
7266,20.0,3.5160651206970215
7267,20.0,3.552302360534668
7268,20.0,3.6833739280700684
7269,20.0,3.694138526916504
7270,20.0,3.7047955989837646
7271,20.0,3.739145278930664
7272,20.0,3.9159469604492188
7273,20.0,3.9005866050720215
7274,20.0,4.028175354003906
7275,20.0,3.8926966190338135
7276,20.0,3.9251673221588135
7277,20.0,3.9811127185821533
7278,20.0,3.9413015842437744
7279,20.0,4.211278438568115
7280,20.0,4.192965030670166
7281,20.0,4.174834728240967
7282,20.0,4.418676853179932
7283,20.0,4.3030924797058105
7284,20.0,4.426656246185303
7285,20.0,4.525184631347656
7286,20.0,4.55133056640625
7287,20.0,4.553415775299072
7288,20.0,4.57927942276001
7289,20.0,4.628683567047119
7290,20.0,4.67759370803833
7291,20.0,4.6784162521362305
7292,20.0,4.679230690002441
7293,20.0,4.870430946350098
7294,20.0,4.916923522949219
7295,20.0,5.105746746063232
7296,20.0,5.078488826751709
7297,20.0,4.956305980682373
7298,20.0,5.144734859466553
7299,20.0,5.045689105987549
7300,20.0,5.20942497253418
7301,20.0,5.181130409240723
7302,20.0,5.2959136962890625
7303,20.0,5.338151454925537
7304,20.0,5.498962879180908
7305,20.0,5.301177978515625
7306,20.0,5.55755615234375
7307,20.0,5.501980781555176
7308,20.0,5.589756011962891
7309,20.0,5.510058879852295
7310,20.0,5.5739545822143555
7311,20.0,5.756207466125488
7312,20.0,5.484452724456787
7313,20.0,5.715198993682861
7314,20.0,5.681846618652344
7315,20.0,5.8154215812683105
7316,20.0,5.804865837097168
7317,20.0,5.794415473937988
7318,20.0,5.950664043426514
7319,20.0,5.914957046508789
7320,20.0,6.022401332855225
7321,20.0,6.128772258758545
7340,20.0,6.699626445770264
7341,20.0,6.699626445770264
7342,20.0,6.727827072143555
7343,20.0,6.874742031097412
7344,20.0,6.8297929763793945
7345,20.0,6.832892894744873
7346,20.0,6.788363456726074
7347,20.0,6.982271194458008
7348,20.0,6.960047245025635
7349,20.0,6.819048881530762
7350,20.0,6.9888505935668945
7351,20.0,7.085556983947754
7352,20.0,7.0147013664245605
7353,20.0,7.134948253631592
7354,20.0,7.087397575378418
7355,20.0,7.087921619415283
7356,20.0,7.112238883972168
7357,20.0,7.112514495849609
7358,20.0,6.755798816680908
7359,20.0,7.307021141052246
7360,20.0,7.210151672363281
7361,20.0,7.209447383880615
7362,20.0,7.089755058288574
7363,20.0,7.328246593475342
7364,20.0,7.254964351654053
7365,20.0,7.372809410095215
7366,20.0,7.418076992034912
7367,20.0,7.439093112945557
7368,20.0,7.45989990234375
7369,20.0,7.385301113128662
7370,20.0,7.406644344329834
7371,20.0,7.406644344329834
7372,20.0,7.451574325561523
7373,20.0,7.472255229949951
7374,20.0,7.5641279220581055
7375,20.0,7.5641279220581055
7376,20.0,7.702679634094238
7377,20.0,7.720849514007568
7378,20.0,7.643640995025635
7379,20.0,7.686200141906738
7380,20.0,7.609338283538818
7381,20.0,7.652242183685303
7382,20.0,7.69471549987793
7383,20.0,7.71296501159668
7384,20.0,7.754831314086914
7385,20.0,7.67728328704834
7386,20.0,7.838503360748291
7387,20.0,7.855315208435059
7388,20.0,7.8243584632873535
7389,20.0,7.817513942718506
7390,20.0,7.882134914398193
7391,20.0,7.803313732147217
7392,20.0,7.820476531982422
7393,20.0,7.885067939758301
7394,20.0,7.806217193603516
7395,20.0,7.751955032348633
7396,20.0,7.936225891113281
7397,20.0,7.856863498687744
7398,20.0,8.063885688781738
7399,20.0,7.983246803283691
7400,20.0,7.998610973358154
7401,20.0,8.037620544433594
7402,20.0,8.004843711853027
7403,20.0,8.091388702392578
7404,20.0,7.96287727355957
7405,20.0,8.097441673278809
7406,20.0,8.13546371459961
7407,20.0,8.077908515930176
7408,20.0,8.139924049377441
7409,20.0,8.153722763061523
7410,20.0,8.119783401489258
7411,20.0,8.062384605407715
7412,20.0,8.100756645202637
7413,20.0,8.233941078186035
7414,20.0,8.151601791381836
7415,20.0,8.212881088256836
7416,20.0,8.130752563476562
7417,20.0,8.192240715026855
7418,20.0,8.229313850402832
7419,20.0,8.170819282531738
7420,20.0,8.208106994628906
7421,20.0,8.31641960144043
7422,20.0,8.257055282592773
7423,20.0,8.269681930541992
7424,20.0,8.210783958435059
7425,20.0,8.295269966125488
7426,20.0,8.093321800231934
7427,20.0,8.226580619812012
7428,20.0,8.334710121154785
7429,20.0,8.29896068572998
7430,20.0,8.311168670654297
7431,20.0,8.228056907653809
7432,20.0,8.240972518920898
7433,20.0,8.206160545349121
7434,20.0,8.243095397949219
7435,20.0,8.232062339782715
7436,20.0,8.34013557434082
7437,20.0,8.351929664611816
7438,20.0,8.244611740112305
7439,20.0,8.304961204528809
7458,20.0,8.46324348449707
7459,20.0,8.46324348449707
7460,20.0,8.283414840698242
7461,20.0,8.367175102233887
7462,20.0,8.497695922851562
7463,20.0,8.34132194519043
7464,20.0,8.472101211547852
7465,20.0,8.482577323913574
7466,20.0,8.421550750732422
7467,20.0,8.551527976989746
7468,20.0,8.51361083984375
7469,20.0,8.452274322509766
7470,20.0,8.510546684265137
7471,20.0,8.520638465881348
7472,20.0,8.483031272888184
7473,20.0,8.445798873901367
7474,20.0,8.599332809448242
7475,20.0,8.465742111206055
7476,20.0,8.47628116607666
7477,20.0,8.439115524291992
7478,20.0,8.307127952575684
7479,20.0,8.462048530578613
7480,20.0,8.544021606445312
7481,20.0,8.506180763244629
7482,20.0,8.587713241577148
7483,20.0,8.525634765625
7484,20.0,8.511775970458984
7485,20.0,8.640851020812988
7486,20.0,8.554442405700684
7487,20.0,8.683090209960938
7488,20.0,8.596259117126465
7489,20.0,8.510296821594238
7490,20.0,8.49659252166748
7491,20.0,8.602018356323242
7492,20.0,8.563597679138184
7493,20.0,8.563597679138184
7494,20.0,8.477961540222168
7495,20.0,8.60737419128418
7496,20.0,8.664095878601074
7497,20.0,8.791646957397461
7498,20.0,8.703730583190918
7499,20.0,8.711889266967773
7500,20.0,8.600974082946777
7501,20.0,8.657757759094238
7502,20.0,8.618778228759766
7503,20.0,8.580190658569336
7504,20.0,8.589584350585938
7505,20.0,8.527487754821777
7506,20.0,8.775403022766113
7507,20.0,8.735246658325195
7508,20.0,8.74308967590332
7509,20.0,8.703258514404297
7510,20.0,8.735222816467285
7511,20.0,8.719267845153809
7512,20.0,8.774868965148926
7513,20.0,8.544326782226562
7514,20.0,8.696874618530273
7515,20.0,8.681303024291992
7516,20.0,8.665888786315918
7517,20.0,8.62682819366455
7518,20.0,8.754755020141602
7519,20.0,8.714805603027344
7520,20.0,8.484862327575684
7521,20.0,8.852200508117676
7522,20.0,8.763678550720215
7523,20.0,8.747438430786133
7524,20.0,8.897955894470215
7525,20.0,8.737579345703125
7526,20.0,8.792997360229492
7527,20.0,8.70506763458252
7528,20.0,8.760815620422363
7529,20.0,8.863598823547363
7530,20.0,8.65596866607666
7531,20.0,8.712203025817871
7532,20.0,8.815474510192871
7533,20.0,8.727319717407227
7534,20.0,8.735244750976562
7535,20.0,8.743087768554688
7536,20.0,8.7508544921875
7537,20.0,8.568148612976074
7538,20.0,8.815657615661621
7539,20.0,8.846497535705566
7540,20.0,8.805630683898926
7541,20.0,8.646177291870117
7542,20.0,8.654911041259766
7543,20.0,8.71115779876709
7544,20.0,8.695443153381348
7545,20.0,8.70368480682373
7546,20.0,8.759446144104004
7547,20.0,8.909843444824219
7548,20.0,8.844544410705566
7549,20.0,8.875093460083008
7550,20.0,8.833942413330078
7551,20.0,8.86459732055664
7552,20.0,8.966344833374023
7553,20.0,8.948078155517578
7554,20.0,8.977594375610352
7555,20.0,8.935416221618652
7556,20.0,8.965058326721191
7557,20.0,9.01820182800293
7576,20.0,9.188085556030273
7577,20.0,9.188085556030273
7578,20.0,9.262799263000488
7579,20.0,9.170171737670898
7580,20.0,9.126068115234375
7581,20.0,9.225200653076172
7582,20.0,9.085349082946777
7583,20.0,9.184891700744629
7584,20.0,9.069244384765625
7585,20.0,9.192744255065918
7586,20.0,9.219813346862793
7587,20.0,9.19901180267334
7588,20.0,9.130820274353027
7589,20.0,9.182308197021484
7590,20.0,9.280879020690918
7591,20.0,9.16426944732666
7592,20.0,9.239221572875977
7593,20.0,9.17063045501709
7594,20.0,9.221717834472656
7595,20.0,9.272298812866211
7596,20.0,9.227170944213867
7597,20.0,9.230096817016602
7598,20.0,9.232992172241211
7599,20.0,9.28345775604248
7600,20.0,9.19062328338623
7601,20.0,9.28911018371582
7602,20.0,9.315216064453125
7603,20.0,9.24586009979248
7604,20.0,9.34379768371582
7605,20.0,9.345555305480957
7606,20.0,9.299699783325195
7607,20.0,9.299699783325195
7608,20.0,9.468493461608887
7609,20.0,9.51660442352295
7610,20.0,9.445237159729004
7611,20.0,9.445237159729004
7612,20.0,9.469779968261719
7613,20.0,9.565475463867188
7614,20.0,9.469820976257324
7615,20.0,9.494119644165039
7616,20.0,9.660971641540527
7617,20.0,9.588160514831543
7618,20.0,9.420880317687988
7619,20.0,9.326671600341797
7620,20.0,9.518997192382812
7621,20.0,9.566600799560547
7622,20.0,9.613733291625977
7623,20.0,9.517596244812012
7624,20.0,9.541412353515625
7625,20.0,9.5411958694458
7626,20.0,9.659978866577148
7627,20.0,9.563379287719727
7628,20.0,9.562941551208496
7629,20.0,9.562509536743164
7630,20.0,9.5858793258667
7631,20.0,9.585216522216797
7632,20.0,9.87015438079834
7633,20.0,9.652456283569336
7634,20.0,9.746325492858887
7635,20.0,9.577465057373047
7636,20.0,9.624484062194824
7637,20.0,9.766233444213867
7638,20.0,9.787566184997559
7639,20.0,9.689690589904785
7640,20.0,9.711790084838867
7641,20.0,9.614672660827637
7642,20.0,9.685120582580566
7643,20.0,9.850059509277344
7644,20.0,9.775360107421875
7645,20.0,9.891797065734863
7646,20.0,9.840478897094727
7647,20.0,9.884869575500488
7648,20.0,9.857418060302734
7649,20.0,9.711246490478516
7650,20.0,9.85212516784668
7651,20.0,9.7536039352417
7652,20.0,9.846461296081543
7653,20.0,9.843194007873535
7654,20.0,9.958952903747559
7655,20.0,9.668970108032227
7656,20.0,9.762674331665039
7657,20.0,9.950639724731445
7658,20.0,9.874932289123535
7659,20.0,9.776183128356934
7660,20.0,9.821216583251953
7661,20.0,9.865797996520996
7662,20.0,9.814740180969238
7663,20.0,9.906986236572266
7664,20.0,9.950712203979492
7665,20.0,9.851204872131348
7666,20.0,10.014483451843262
7667,20.0,10.057132720947266
7668,20.0,10.00416088104248
7669,20.0,10.023116111755371
7670,20.0,10.089479446411133
7671,20.0,10.107579231262207
7672,20.0,9.982707023620605
7673,20.0,10.16846752166748
7674,20.0,10.233377456665039
7675,20.0,10.250040054321289
7694,20.0,10.090389251708984
7695,20.0,10.090389251708984
7696,20.0,10.037083625793457
7697,20.0,9.936713218688965
7698,20.0,10.12293815612793
7699,20.0,10.09310531616211
7700,20.0,10.206369400024414
7701,20.0,10.318496704101562
7702,20.0,10.262909889221191
7703,20.0,10.136482238769531
7704,20.0,10.225513458251953
7705,20.0,10.170851707458496
7706,20.0,10.211941719055176
7707,20.0,10.228816986083984
7708,20.0,10.316925048828125
7709,20.0,10.070961952209473
7710,20.0,9.97025203704834
7711,20.0,10.489325523376465
7712,20.0,10.479633331298828
7713,20.0,10.16064167022705
7714,20.0,10.39222526550293
7715,20.0,10.312102317810059
7716,20.0,10.20898151397705
7717,20.0,10.225886344909668
7718,20.0,10.242622375488281
7719,20.0,10.306793212890625
7720,20.0,10.203725814819336
7721,20.0,10.030291557312012
7722,20.0,10.144179344177246
7723,20.0,10.04273796081543
7724,20.0,9.966109275817871
7725,20.0,9.966109275817871
7726,20.0,9.81885051727295
7727,20.0,10.006254196166992
7728,20.0,10.048985481262207
7729,20.0,10.234087944030762
7730,20.0,10.131747245788574
7731,20.0,10.131747245788574
7732,20.0,9.982831954956055
7733,20.0,10.192395210266113
7734,20.0,10.090471267700195
7735,20.0,10.108561515808105
7736,20.0,10.174073219299316
7737,20.0,10.119925498962402
7738,20.0,10.137725830078125
7739,20.0,10.155343055725098
7740,20.0,10.19658374786377
7741,20.0,10.09461784362793
7742,20.0,10.041274070739746
7743,20.0,10.20265007019043
7744,20.0,10.17202091217041
7745,20.0,10.117903709411621
7746,20.0,10.159518241882324
7747,20.0,10.057923316955566
